,Recall@20,MRR@20
improved_rnn_BPR-max_1000_0.01_0_50,0.5143801652892562,0.23911094129311317
improved_rnn_BPR-max_1000_0.01_0.1_50,0.5221900826446281,0.24181160631977
improved_rnn_BPR-max_1000_0.05_0_50,0.196267217630854,0.09135824447730556
improved_rnn_BPR-max_1000_0.05_0.1_50,0.24027548209366392,0.10708663298587441
improved_rnn_TOP1-max_1000_0.01_0_20,0.6003715937241949,0.2788390322715791
improved_rnn_TOP1-max_1000_0.01_0_100,0.5976795580110497,0.2800364563066656
improved_rnn_TOP1-max_1000_0.01_0_500,0.5985774647887323,0.279027714275978
