,Recall@20,MRR@20
improved_rnn_TOP1-max_1000_0.01_0_10,0.5885678910441602,0.2612672478411193
improved_rnn_TOP1-max_1000_0.01_0_20,0.6013625103220479,0.27976708112609083
improved_rnn_TOP1-max_1000_0.01_0_100,0.5972375690607735,0.2803746444579646
improved_rnn_TOP1-max_1000_0.01_0_500,0.5985633802816902,0.2786648098221967
